hu12	hu12_name	hu12_country	hu12_zoneid	hu12_pct_in_nwi	hu12_ha	hu12_ha_in_nwi	hu12_pct_in_usa	hu12_ha_in_usa	hu12_lat	hu12_long
070400080105	Carey Creek	US	HU12_10029	100.000000000005610	4708.791647131070000	4708.791647131331000	100.000000000000000	4708.791647131070000	43.8071861	-92.5366516
051402060704	City of Cairo-Ohio River	US	HU12_1003	81.476630522273780	7548.635964673860100	6150.374234408799600	100.000000000000000	7548.635964673860100	37.0685768	-89.2005234
070400080106	City of Stewartville-North Branch Root River	US	HU12_10030	99.999999999999332	11448.188443023600000	11448.188443023491000	100.000000000000000	11448.188443023600000	43.8768654	-92.4328003
070400080107	Mill Creek	US	HU12_10031	99.999999999995339	8272.989622006029100	8272.989622005638000	100.000000000000000	8272.989622006029100	43.9080963	-92.2236481
070400080108	North Branch Root River	US	HU12_10032	100.000000000001020	10436.937301203900000	10436.937301204018000	100.000000000000000	10436.937301203900000	43.8719254	-92.2825851
070600010503	Wildcat Creek	US	HU12_10033	100.000000000001070	4088.415583862140000	4088.415583862182300	100.000000000000000	4088.415583862140000	43.6856804	-91.3179016
070600020102	Little Iowa River	US	HU12_10034	99.999999999996021	7066.493945808890200	7066.493945808610100	100.000000000000000	7066.493945808890200	43.5852165	-92.5189972
070600020104	Beaver Creek	US	HU12_10035	100.000000000000820	6909.932172781570400	6909.932172781628700	100.000000000000000	6909.932172781570400	43.5550308	-92.4237518
070802010101	Deer Creek	US	HU12_10036	100.000000000006310	8065.221451745350400	8065.221451745860600	100.000000000000000	8065.221451745350400	43.7875481	-93.1035080
070802010102	Geneva Lake	US	HU12_10037	99.999999999999233	16385.078836448800000	16385.078836448629000	100.000000000000000	16385.078836448800000	43.7883453	-93.2509003
070802010103	Judicial Ditch No 24	US	HU12_10038	100.000000000004800	7533.799975143460000	7533.799975143824700	100.000000000000000	7533.799975143460000	43.7030640	-93.2037811
070802010104	Turtle Creek	US	HU12_10039	99.999999999997513	7674.542374546380400	7674.542374546191200	100.000000000000000	7674.542374546380400	43.7032356	-93.0831299
051201140907	Elliott Creek-Little Wabash River	US	HU12_1004	100.000000000002420	7482.781351076239800	7482.781351076418100	100.000000000000000	7482.781351076239800	38.2086143	-88.0807266
070802010201	Headwaters Cedar River	US	HU12_10040	100.000000000002640	13062.495503661999000	13062.495503662381000	100.000000000000000	13062.495503661999000	43.8672066	-92.8853149
070802010202	Little Cedar River-Cedar River	US	HU12_10041	99.999999999994287	5641.908104526220100	5641.908104525897200	100.000000000000000	5641.908104526220100	43.9176407	-92.9727707
070802010203	Roberts Creek	US	HU12_10042	100.000000000001510	10141.428046750299000	10141.428046750489000	100.000000000000000	10141.428046750299000	43.7819519	-92.8693848
070802010204	Green Valley Ditch-Cedar River	US	HU12_10043	99.999999999999929	12567.079586539099000	12567.079586539081000	100.000000000000000	12567.079586539099000	43.8347664	-93.0097427
070802010205	Dobbins Creek	US	HU12_10044	100.000000000000710	9957.185286143130700	9957.185286143201700	100.000000000000000	9957.185286143130700	43.6957245	-92.8511047
070802010206	City of Austin-Cedar River	US	HU12_10045	99.999999999999133	14187.912740191199000	14187.912740191105000	100.000000000000000	14187.912740191199000	43.7143745	-92.9718475
070802010301	Upper Rose Creek	US	HU12_10046	99.999999999995055	6855.765497444769600	6855.765497444433100	100.000000000000000	6855.765497444769600	43.6765442	-92.7347031
070802010302	Lower Rose Creek	US	HU12_10047	100.000000000002530	10736.091628075101000	10736.091628075406000	100.000000000000000	10736.091628075101000	43.6168861	-92.8606644
070802010501	Orchard Creek	US	HU12_10048	99.999999999999801	8263.331261945819300	8263.331261945801100	100.000000000000000	8263.331261945819300	43.6318474	-93.0536728
070802010502	Judicial Ditch No 77-Cedar River	US	HU12_10049	99.999999999997002	9676.491958990180100	9676.491958989887300	100.000000000000000	9676.491958990180100	43.5582390	-92.9716873
051201140908	Crooked Creek-Little Wabash River	US	HU12_1005	99.999999999996732	9551.062272831619300	9551.062272831306500	100.000000000000000	9551.062272831619300	38.1849289	-88.1309280
070802010701	City of Adams	US	HU12_10050	100.000000000003750	7727.928309962219800	7727.928309962512700	100.000000000000000	7727.928309962219800	43.5928230	-92.7025604
070802020101	Bancroft Creek	US	HU12_10051	99.999999999996874	11211.537645193101000	11211.537645192771000	100.000000000000000	11211.537645193101000	43.7200127	-93.3625031
070802020102	County Ditch No 77	US	HU12_10052	100.000000000001960	8984.094292127689200	8984.094292127865600	100.000000000000000	8984.094292127689200	43.6921844	-93.4716110
070802020103	Peter Lund Creek	US	HU12_10053	99.999999999999872	7444.001403039709700	7444.001403039696900	100.000000000000000	7444.001403039709700	43.6481972	-93.2176743
070802020104	Albert Lea Lake	US	HU12_10054	100.000000000002960	10437.243722764200000	10437.243722764475000	100.000000000000000	10437.243722764200000	43.6412277	-93.3685150
070400010403	City of Red Wing-Mississippi River	US	HU12_10055	99.999999997985142	5835.747938135060400	5835.747938017481800	100.000000000000000	5835.747938135060400	44.5809937	-92.5200424
070400010705	Lake Pepin	US	HU12_10056	100.000000000779950	31410.180093002000000	31410.180093247014000	100.000000000000000	31410.180093002000000	44.4952736	-92.2739792
070400030601	City of Wabasha-Mississippi River	US	HU12_10057	99.999999998065022	14789.927363227800000	14789.927362941597000	100.000000000000000	14789.927363227800000	44.3822556	-92.0031967
070400030604	Buffalo City-Mississippi River	US	HU12_10058	100.000000000463360	11501.540652587901000	11501.540652641215000	100.000000000000000	11501.540652587901000	44.2361870	-91.8856812
070400030606	Fountain City-Mississippi River	US	HU12_10059	100.000000000930940	10434.269021261900000	10434.269021359058000	100.000000000000000	10434.269021261900000	44.1374931	-91.7543869
051201141001	McHenry Slough-Little Wabash River	US	HU12_1006	100.000000000001890	7381.660787973320100	7381.660787973454700	100.000000000000000	7381.660787973320100	38.0914574	-88.1365585
070400030610	City of Winona-Mississippi River	US	HU12_10060	99.999999999280192	11729.057595219800000	11729.057595135331000	100.000000000000000	11729.057595219800000	44.0443459	-91.5870743
070400060101	Shingle Creek-Mississippi River	US	HU12_10061	99.999999999953431	8741.787924039170300	8741.787924035095800	100.000000000000000	8741.787924039170300	43.9925919	-91.3990784
070400060103	Lake Onalaska-Mississippi River	US	HU12_10062	100.000000000295510	13614.345277607899000	13614.345277648175000	100.000000000000000	13614.345277607899000	43.9144516	-91.3088989
070400060502	City of La Crosse-Mississippi River	US	HU12_10063	100.000000000481580	9764.672862691479200	9764.672862738505500	100.000000000000000	9764.672862691479200	43.8140106	-91.2492065
070600010504	Lock and Dam #8-Mississippi River	US	HU12_10064	100.000000002323920	15442.884969705499000	15442.884970064408000	100.000000000000000	15442.884969705499000	43.6679459	-91.2398300
071000030104	Little Tuttle Lake-East Fork Des Moines River	US	HU12_10065	100.000000000000840	5897.275987858290100	5897.275987858334700	100.000000000000000	5897.275987858290100	43.5569420	-94.6379089
071000030105	Clayton Lake	US	HU12_10066	99.999999999994202	6767.414509050189700	6767.414509049800500	100.000000000000000	6767.414509050189700	43.5877762	-94.5819473
070802020105	County Ditch No 16-Shell Rock River	US	HU12_10067	100.000000000002160	11593.969394944999000	11593.969394945221000	100.000000000000000	11593.969394944999000	43.5760536	-93.2837143
070802030101	Bear Lake	US	HU12_10068	100.000000000000070	10084.691563670000000	10084.691563669994000	100.000000000000000	10084.691563670000000	43.5926132	-93.5292053
070400010201	Headwaters Vermillion River	US	HU12_10069	99.999999999999986	9901.491167322590600	9901.491167322587000	100.000000000000000	9901.491167322590600	44.5952530	-93.2705612
051201141002	Grindstone Creek-Little Wabash River	US	HU12_1007	99.999999999999929	13871.362518449199000	13871.362518449148000	100.000000000000000	13871.362518449199000	38.0264320	-88.2140961
070400010202	South Creek	US	HU12_10070	100.000000000001690	5834.943105858749700	5834.943105858848900	100.000000000000000	5834.943105858749700	44.6501198	-93.2614746
070400010203	North Creek	US	HU12_10071	99.999999999999005	11868.618920540401000	11868.618920540304000	100.000000000000000	11868.618920540401000	44.7095795	-93.1912384
070400010204	City of Farmington-Vermillion River	US	HU12_10072	99.999999999998565	8913.639721293540800	8913.639721293413500	100.000000000000000	8913.639721293540800	44.6704025	-93.0905228
070400010205	South Branch Vermillion River	US	HU12_10073	99.999999999997414	8418.715944641840900	8418.715944641619000	100.000000000000000	8418.715944641840900	44.6086922	-93.0697479
070400010207	Sky Meadow Airport	US	HU12_10074	100.000000000000230	6327.927551281720300	6327.927551281734800	100.000000000000000	6327.927551281720300	44.6647186	-92.9133072
070400010208	Willow Ridge Airport	US	HU12_10075	99.999999999997996	6806.220027985769800	6806.220027985629700	100.000000000000000	6806.220027985769800	44.6480980	-92.8580551
070400010209	City of Hastings-Vermillion River	US	HU12_10076	100.000000000005130	6473.115210636619800	6473.115210636947300	100.000000000000000	6473.115210636619800	44.6939468	-92.9462280
070400010210	Vermillion River	US	HU12_10077	100.000000000000110	12831.094629920100000	12831.094629920150000	100.000000000000000	12831.094629920100000	44.6519661	-92.7444382
070400010401	Hay Creek	US	HU12_10078	99.999999999998877	12314.369787079901000	12314.369787079786000	100.000000000000000	12314.369787079901000	44.4825249	-92.5992432
070400010402	Bullard Creek	US	HU12_10079	100.000000000000110	4149.338455330629600	4149.338455330631400	100.000000000000000	4149.338455330629600	44.5279274	-92.4562988
051201141003	Goose Pond Swamp	US	HU12_1008	100.000000000008910	4293.961747002539600	4293.961747002926100	100.000000000000000	4293.961747002539600	37.9605827	-88.0912476
070400010601	Upper Wells Creek	US	HU12_10080	100.000000000003000	8646.133218459750400	8646.133218460010500	100.000000000000000	8646.133218459750400	44.4271698	-92.5379105
070400010602	Lower Wells Creek	US	HU12_10081	99.999999999996945	9965.474624841930600	9965.474624841621300	100.000000000000000	9965.474624841930600	44.4787216	-92.4303589
070400010703	Gilbert Creek	US	HU12_10082	100.000000000000130	6482.729751356940100	6482.729751356943800	100.000000000000000	6482.729751356940100	44.4417686	-92.3631973
070400010704	Miller Creek	US	HU12_10083	99.999999999992824	4522.741617275190000	4522.741617274859900	100.000000000000000	4522.741617275190000	44.4078751	-92.3112946
070400020101	Headwaters Cannon River	US	HU12_10084	100.000000000001850	7616.164893466950200	7616.164893467093900	100.000000000000000	7616.164893466950200	44.3567581	-93.4815750
070400020102	Lake Dora	US	HU12_10085	100.000000000002020	5301.774479652810400	5301.774479652919600	100.000000000000000	5301.774479652810400	44.3834839	-93.5638428
070400020103	County Ditch No 59	US	HU12_10086	100.000000000003720	10928.178993621401000	10928.178993621828000	100.000000000000000	10928.178993621401000	44.2641678	-93.7343369
070400020104	Gorman Lake-Cannon River	US	HU12_10087	99.999999999996120	13013.328632035700000	13013.328632035240000	100.000000000000000	13013.328632035700000	44.3119850	-93.6041794
070400020105	White Water Creek	US	HU12_10088	100.000000000001260	9283.118954088089600	9283.118954088209600	100.000000000000000	9283.118954088089600	44.1767883	-93.5298996
070400020106	Sakatah Lake-Cannon River	US	HU12_10089	100.000000000002130	10305.002883652400000	10305.002883652642000	100.000000000000000	10305.002883652400000	44.2322464	-93.5984802
051201141004	Town of Emma-Little Wabash River	US	HU12_1009	100.000000000000950	8250.227186105470500	8250.227186105543300	100.000000000000000	8250.227186105470500	37.9693871	-88.1468506
070400020107	Devil Creek-Cannon River	US	HU12_10090	99.999999999999758	10226.591517356999000	10226.591517356972000	100.000000000000000	10226.591517356999000	44.2550774	-93.4483261
070400020108	Roberds Lake	US	HU12_10091	100.000000000004800	4431.713291933730000	4431.713291933939200	100.000000000000000	4431.713291933730000	44.3319969	-93.3664703
070400020109	Cannon Lake-Cannon River	US	HU12_10092	100.000000000001260	15048.437098338900000	15048.437098339102000	100.000000000000000	15048.437098338900000	44.2439384	-93.3523865
070400020201	Clear Lake	US	HU12_10093	100.000000000001710	8684.062260616350600	8684.062260616498000	100.000000000000000	8684.062260616350600	44.0913239	-93.4709091
070400020202	Judicial Ditch No 1	US	HU12_10094	100.000000000003150	5103.955190921050400	5103.955190921207800	100.000000000000000	5103.955190921050400	44.0525475	-93.3767242
070400020203	Crane Creek	US	HU12_10095	99.999999999999673	13505.008455308300000	13505.008455308214000	100.000000000000000	13505.008455308300000	44.1170616	-93.3459625
070400020301	Oak Glen Lake	US	HU12_10096	100.000000000000640	7839.398411427139800	7839.398411427188000	100.000000000000000	7839.398411427139800	43.9140892	-93.1278610
070400020302	Town of Litomysl	US	HU12_10097	99.999999999999773	10084.048852153701000	10084.048852153652000	100.000000000000000	10084.048852153701000	43.8809013	-93.1806259
070400020303	Headwaters Straight River	US	HU12_10098	99.999999999991800	4580.881232071939800	4580.881232071560600	100.000000000000000	4580.881232071939800	43.8666878	-93.2658615
070400020304	Beaver Lake	US	HU12_10099	99.999999999999702	4518.852540841049600	4518.852540841036000	100.000000000000000	4518.852540841049600	43.8776169	-93.3264389
110100060903	Outlet Big Creek-Norfork Lake	US	HU12_101	0.000000000000000	10070.849269582301000	0.000000000000000	100.000000000000000	10070.849269582301000	36.3473053	-92.1110687
071402040202	Brushy Creek-Elkhorn Creek	US	HU12_1010	100.000000000000380	7186.431852706299700	7186.431852706327800	100.000000000000000	7186.431852706299700	38.2930908	-89.5230331
070400020305	County Ditch No 5-Straight River	US	HU12_10100	100.000000000000470	10255.338938555900000	10255.338938555955000	100.000000000000000	10255.338938555900000	43.9762306	-93.2860794
070400020306	Turtle Creek	US	HU12_10101	99.999999999999048	11597.430408214101000	11597.430408214015000	100.000000000000000	11597.430408214101000	43.9969330	-93.1609650
070400020307	Maple Creek-Straight River	US	HU12_10102	99.999999999999631	16117.027991948600000	16117.027991948537000	100.000000000000000	16117.027991948600000	44.0777702	-93.1833801
070400020308	Medford Creek	US	HU12_10103	100.000000000002130	5764.693804559950000	5764.693804560075500	100.000000000000000	5764.693804559950000	44.1465759	-93.1659393
070400020309	Rush Creek-Straight River	US	HU12_10104	100.000000000002090	10317.901958963799000	10317.901958963994000	100.000000000000000	10317.901958963799000	44.1869736	-93.1742325
070400020310	Straight River	US	HU12_10105	99.999999999994586	11254.918408991300000	11254.918408990694000	100.000000000000000	11254.918408991300000	44.2497177	-93.2395020
070400020401	Dutch Creek	US	HU12_10106	100.000000000002400	6398.663185530310300	6398.663185530464900	100.000000000000000	6398.663185530310300	44.5153275	-93.2873611
070400020402	Chub Lake-Chub Creek	US	HU12_10107	100.000000000003950	4665.145937293240400	4665.145937293421400	100.000000000000000	4665.145937293240400	44.5378304	-93.2074738
070400020403	North Branch Chub Creek	US	HU12_10108	99.999999999998693	5040.899402551470300	5040.899402551400300	100.000000000000000	5040.899402551470300	44.5596008	-93.1151428
070400020404	Chub Creek	US	HU12_10109	99.999999999997584	6034.555185000879600	6034.555185000731400	100.000000000000000	6034.555185000879600	44.5103798	-93.1436157
071402040301	Archie Creek-Mud Creek	US	HU12_1011	99.999999999998863	8805.554352228349700	8805.554352228251400	100.000000000000000	8805.554352228349700	38.2444077	-89.5718613
070400020501	Headwaters Prairie Creek	US	HU12_10110	99.999999999998579	9312.474136389460900	9312.474136389326300	100.000000000000000	9312.474136389460900	44.3517494	-93.1370392
070400020502	Town of Dennison	US	HU12_10111	100.000000000003510	4381.878889187730200	4381.878889187884900	100.000000000000000	4381.878889187730200	44.3845062	-93.0329132
070400020503	Prairie Creek	US	HU12_10112	99.999999999998309	6975.217050224649900	6975.217050224528100	100.000000000000000	6975.217050224649900	44.4317474	-93.0443268
070400020601	Crystal Lake-Cannon River	US	HU12_10113	100.000000000000710	9741.819299412769400	9741.819299412836700	100.000000000000000	9741.819299412769400	44.3583946	-93.2544556
070400020602	Wolf Creek	US	HU12_10114	99.999999999996348	10989.217912717500000	10989.217912717133000	100.000000000000000	10989.217912717500000	44.4032097	-93.3649750
070400020603	Heath Creek	US	HU12_10115	100.000000000004350	10555.557314296500000	10555.557314296913000	100.000000000000000	10555.557314296500000	44.4641953	-93.3411026
070400020604	City of Northfield-Cannon River	US	HU12_10116	99.999999999998536	10963.601101838400000	10963.601101838238000	100.000000000000000	10963.601101838400000	44.4567871	-93.1502914
070400020605	Lake Byllesby	US	HU12_10117	100.000000000004350	8800.393987949659300	8800.393987950048500	100.000000000000000	8800.393987949659300	44.4978485	-93.0050735
070400020701	Upper Little Cannon River	US	HU12_10118	99.999999999997840	5469.330041865239800	5469.330041865119700	100.000000000000000	5469.330041865239800	44.3339958	-93.0127182
070400020702	Middle Little Cannon River	US	HU12_10119	99.999999999999218	11753.279055456900000	11753.279055456809000	100.000000000000000	11753.279055456900000	44.3782997	-92.9106216
071402040302	South Fork Mud Creek	US	HU12_1012	99.999999999997712	9913.299193938939400	9913.299193938712100	100.000000000000000	9913.299193938939400	38.2452850	-89.6610718
070400020703	Lower Little Cannon River	US	HU12_10120	100.000000000000090	7409.703258233210400	7409.703258233217600	100.000000000000000	7409.703258233210400	44.4602776	-92.9034729
070400020801	Upper Belle Creek	US	HU12_10121	100.000000000002520	6833.944638908479600	6833.944638908653400	100.000000000000000	6833.944638908479600	44.3843422	-92.7669525
070400020802	Middle Belle Creek	US	HU12_10122	99.999999999999005	7719.992239628600100	7719.992239628519200	100.000000000000000	7719.992239628600100	44.4468536	-92.7919006
070400020803	Lower Belle Creek	US	HU12_10123	100.000000000000440	5755.001067068709700	5755.001067068733400	100.000000000000000	5755.001067068709700	44.4835854	-92.7183990
070400020901	Pine Creek	US	HU12_10124	99.999999999999687	5827.685632152780300	5827.685632152763900	100.000000000000000	5827.685632152780300	44.5614738	-92.9545517
070400020902	Trout Brook	US	HU12_10125	100.000000000001550	7335.143990924630100	7335.143990924749200	100.000000000000000	7335.143990924630100	44.5858574	-92.8663635
070400020903	Town of Welch-Cannon River	US	HU12_10126	100.000000000000030	10464.923956213001000	10464.923956213051000	100.000000000000000	10464.923956213001000	44.5285912	-92.8105392
070400020904	Spring Creek	US	HU12_10127	99.999999999998451	6991.954996372770400	6991.954996372656800	100.000000000000000	6991.954996372770400	44.5248451	-92.6436844
070400020905	Cannon River	US	HU12_10128	100.000000000003480	5724.492142612760300	5724.492142612961300	100.000000000000000	5724.492142612760300	44.5779533	-92.6717377
070400030301	Upper North Fork Whitewater River	US	HU12_10129	100.000000000001250	6017.142141125339500	6017.142141125410500	100.000000000000000	6017.142141125339500	44.0745697	-92.2760315
071402040305	Town of Biddleborn-Mud Creek	US	HU12_1013	100.000000000001660	5829.055368776450500	5829.055368776542300	100.000000000000000	5829.055368776450500	38.3012505	-89.7469940
070400030302	Dry Creek	US	HU12_10130	99.999999999997300	6237.666596157339900	6237.666596157169800	100.000000000000000	6237.666596157339900	44.1184425	-92.3255844
070400030303	Logan Branch	US	HU12_10131	99.999999999994671	4487.943908619029600	4487.943908618789500	100.000000000000000	4487.943908619029600	44.0679779	-92.1821060
070400030304	Lower North Fork Whitewater River	US	HU12_10132	99.999999999998607	10186.026248751101000	10186.026248750914000	100.000000000000000	10186.026248751101000	44.1166344	-92.1579208
070400030305	Middle Fork Whitewater River	US	HU12_10133	99.999999999999844	13831.555223346400000	13831.555223346346000	100.000000000000000	13831.555223346400000	44.0294228	-92.1170273
070400030306	Upper South Fork Whitewater River	US	HU12_10134	100.000000000005100	9233.562466865420000	9233.562466865896600	100.000000000000000	9233.562466865420000	43.9697762	-92.1396866
070400030307	Lower South Fork Whitewater River	US	HU12_10135	100.000000000000550	14856.222309322000000	14856.222309322060000	100.000000000000000	14856.222309322000000	44.0208015	-91.9685364
070400030308	Beaver Creek	US	HU12_10136	100.000000000000480	4295.156458624959700	4295.156458624977900	100.000000000000000	4295.156458624959700	44.1516075	-92.0746613
070400030309	Trout Creek	US	HU12_10137	100.000000000001250	4533.847499111800100	4533.847499111854600	100.000000000000000	4533.847499111800100	44.1565247	-91.9182968
070400030310	Whitewater River	US	HU12_10138	99.999999999999702	9439.356824731950800	9439.356824731918100	100.000000000000000	9439.356824731950800	44.1470375	-91.9930878
070400030501	Rollingstone Creek	US	HU12_10139	99.999999999999005	13153.198923976101000	13153.198923975968000	100.000000000000000	13153.198923976101000	44.0750237	-91.8557053
051201150307	Skillet Fork Lagoon-Skillet Fork	US	HU12_1014	100.000000000002090	9221.971017106090600	9221.971017106276100	100.000000000000000	9221.971017106090600	38.2597237	-88.4697342
070400030502	Garvin Brook	US	HU12_10140	100.000000000001530	12555.821850781500000	12555.821850781715000	100.000000000000000	12555.821850781500000	44.0055809	-91.7717285
070400030602	Snake Creek	US	HU12_10141	100.000000000001260	10030.152009592901000	10030.152009593025000	100.000000000000000	10030.152009592901000	44.2699776	-92.0169601
070400080305	Torkelson Creek-Root River	US	HU12_10142	100.000000000000270	8214.935448074500500	8214.935448074520500	100.000000000000000	8214.935448074500500	43.7706680	-92.0096512
070400080401	Headwaters South Branch Root River	US	HU12_10143	99.999999999999602	11669.561507679000000	11669.561507678995000	100.000000000000000	11669.561507679000000	43.6344261	-92.4702072
070400080402	Etna Creek-South Branch Root River	US	HU12_10144	99.999999999998579	6328.019350439960400	6328.019350439870300	100.000000000000000	6328.019350439960400	43.6062965	-92.3116226
070400080403	Canfield Creek	US	HU12_10145	99.999999999997570	7481.636303702380200	7481.636303702201100	100.000000000000000	7481.636303702380200	43.5627403	-92.2774353
070400080404	Forestville Creek	US	HU12_10146	100.000000000009000	4405.282114846770100	4405.282114847162100	100.000000000000000	4405.282114846770100	43.6560211	-92.3025131
070400080405	Town of Forestville-South Branch Root River	US	HU12_10147	99.999999999997158	7074.459369665810300	7074.459369665607500	100.000000000000000	7074.459369665810300	43.6465530	-92.1879959
070400080406	Willow Creek	US	HU12_10148	100.000000000003380	9268.436055676669600	9268.436055676982500	100.000000000000000	9268.436055676669600	43.5904579	-92.1343155
070400080407	Camp Creek	US	HU12_10149	99.999999999997897	6899.166832367480300	6899.166832367335700	100.000000000000000	6899.166832367480300	43.6005173	-92.0485687
051201150401	Rocky Branch-Auxier Creek	US	HU12_1015	100.000000000000000	5099.306681255649900	5099.306681255649000	100.000000000000000	5099.306681255649900	38.1999550	-88.7322388
