attributeName	formatString	unit	numberType	definition	attributeDefinition	columnClasses	minimum	maximum	missingValueCode	missingValueCodeExplanation
hu4_lakes_drstream_count		dimensionless	natural		count of DRStream lakes (drainage lakes with inflowing stream(s), with or without outflows, and no upstream lakes >= 10 ha) >= 4 ha in zone	numeric	33	856		
hu4_lakes_drlakestream_avgsize_ha		hectare	real		average surface area of DRLakeStream lakes (drainage-lake-stream with inflowing stream(s) and at least one upstream lake >= 10 ha) >=4 ha in zone	numeric	25.25	413370.38		
hu4_lakes_drlakestream_overlapping_area_ha		hectare	real		the sum of the area of DRLakeStream lakes (drainage-lake-stream with inflowing stream(s) and at least one upstream lake  >= 10 ha) >= 4 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	132.62	288597.16		
hu4_lakes_drlakestream_contributing_area_ha		hectare	real		the sum of the surface area of DRLakeStream lakes (drainage-lake-stream with inflowing stream(s) and at least one upstream lake  >= 10 ha) >= 4 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	555.57	10611726.03		
hu4_lakes_drlakestream_overlapping_area_pct		dimensionless	real		the percent of the area of DRLakeStream lakes (drainage-lake-stream with inflowing stream(s) and at least one upstream lake >= 10 ha) >= 4 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0.02	9.31		
hu4_lakes_drlakestream_count		dimensionless	natural		count of all DRLakeStream lakes (drainage-lake-stream with inflowing stream(s) and at least one upstream lake  >= 10 ha) >= 4 ha in zone	numeric	2	1105		
hu4_lakes_lakes4to10ha_avgsize_ha		hectare	real		average surface area of lakes > 4 ha and < 10 ha in zone	numeric	5.79	6.43		
hu4_lakes_lakes4to10ha_overlapping_area_ha		hectare	real		the sum of the area of lakes > 4 ha and < 10 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	217.46	12904.97		
hu4_lakes_lakes4to10ha_contributing_area_ha		hectare	real		the sum of the surface area of lakes > 4 ha and < 10 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	217.46	12911.67		
hu4_lakes_lakes4to10ha_overlapping_area_pct		dimensionless	real		the percent of the area of lakes > 4 ha and < 10 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0.01	0.3		
hu4_lakes_lakes4to10ha_count		dimensionless	natural		count of lakes > 4 ha and < 10 ha in zone	numeric	37	2065		
hu4_lakes_lakes4to10ha_isolated_avgsize_ha		hectare	real		average surface area of isolated lakes (no inlet or outlet) > 4 ha and < 10 ha in zone	numeric	4.99	6.72		
hu4_lakes_lakes4to10ha_isolated_overlapping_area_ha		hectare	real		the sum of the area of isolated lakes (no inlet or outlet) > 4 ha and < 10 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	17.66	8592.78		
hu4_lakes_lakes4to10ha_isolated_contributing_area_ha		hectare	real		the sum of the surface area of isolated lakes (no inlet or outlet) > 4 ha and < 10 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	17.66	8599.48		
hu4_lakes_lakes4to10ha_isolated_overlapping_area_pct		dimensionless	real		the percent of the area of isolated lakes (no inlet or outlet) > 4 ha and < 10 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	0.16		
hu4_lakes_lakes4to10ha_isolated_count		dimensionless	natural		count of isolated lakes (no inlet or outlet)> 4 ha and < 10 ha in zone	numeric	3	1395		
hu4_lakes_lakes4to10ha_headwater_avgsize_ha		hectare	real		average surface area of headwater lakes (no inflowing streams)> 4 ha and < 10 ha in zone	numeric	4.69	9.08		
hu4_lakes_lakes4to10ha_headwater_overlapping_area_ha		hectare	real		the sum of the area of headwater lakes (no inflowing streams) > 4 ha and < 10 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	5.55	1729.73		
hu4_lakes_lakes4to10ha_headwater_contributing_area_ha		hectare	real		the sum of the surface area of headwater lakes (no inflowing streams) > 4 ha and < 10 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	5.55	1734.39		
hu4_lakes_lakes4to10ha_headwater_overlapping_area_pct		dimensionless	real		the percent of the area of headwater lakes (no inflowing streams) > 4 ha and < 10 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	0.05		
hu4_lakes_lakes4to10ha_headwater_count		dimensionless	natural		count of headwater lakes (no inflowing streams) > 4 ha and < 10 ha in zone	numeric	1	276		
hu4_lakes_lakes4to10ha_drstream_avgsize_ha		hectare	real		average surface area of DRStream lakes (drainage lakes with inflowing stream(s), with or without outflows, and no upstream lakes >= 10 ha)  > 4 ha and < 10 ha in zone	numeric	5.17	6.75		
hu4_lakes_lakes4to10ha_drstream_overlapping_area_ha		hectare	real		the sum of the area of DRStream lakes (drainage lakes with inflowing stream(s), with or without outflows, and no upstream lakes  >= 10 ha) > 4 ha and < 10 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	56.86	2689.19		
hu4_lakes_lakes4to10ha_drstream_contributing_area_ha		hectare	real		the sum of the surface area of DRStream lakes (drainage lakes with inflowing stream(s), with or without outflows, and no upstream lakes  >= 10 ha)  > 4 ha and < 10 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	56.86	2689.19		
hu4_lakes_lakes4to10ha_drstream_overlapping_area_pct		dimensionless	real		the percent of the area of DRStream lakes (drainage lakes with inflowing stream(s), with or without outflows, and no upstream lakes  >= 10 ha)  > 4 ha and < 10 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	0.14		
hu4_lakes_lakes4to10ha_drstream_count		dimensionless	natural		count of DRStream lakes (drainage lakes with inflowing stream(s), with or without outflows, and no upstream lakes  >= 10 ha)  > 4 ha and < 10 ha in zone	numeric	11	438		
hu4_lakes_lakes4to10ha_drlakestream_avgsize_ha		hectare	real		average surface area of DRLakeStream lakes (drainage-lake-stream with inflowing stream(s) and at least one upstream lake  >= 10 ha) > 4 ha and < 10 ha in zone	numeric	4.04	7.97	NA	not available
hu4_lakes_lakes4to10ha_drlakestream_overlapping_area_ha		hectare	real		the sum of the area of DRLakeStream lakes (drainage-lake-stream with inflowing stream(s) and at least one upstream lake  >= 10 ha)  > 4 ha and < 10 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	1213.62		
hu4_lakes_lakes4to10ha_drlakestream_contributing_area_ha		hectare	real		the sum of the surface area of DRLakeStream lakes (drainage-lake-stream with inflowing stream(s) and at least one upstream lake  >= 10 ha)  > 4 ha and < 10 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	0	1213.62		
hu4_lakes_lakes4to10ha_drlakestream_overlapping_area_pct		dimensionless	real		the percent of the area of DRLakeStream lakes (drainage-lake-stream with inflowing stream(s) and at least one upstream lake >= 10 ha)  > 4 ha and < 10 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	0.06		
hu4_lakes_lakes4to10ha_drlakestream_count		dimensionless	whole		count of all DRLakeStream lakes (drainage-lake-stream with inflowing stream(s) and at least one upstream lake  >= 10 ha) > 4 ha and < 10 ha in zone	numeric	0	183		
hu4_lakes_lakes10ha_avgsize_ha		hectare	real		average surface area of lakes >= 10 ha in zone	numeric	31.53	77190.81		
hu4_lakes_lakes10ha_overlapping_area_ha		hectare	real		the sum of the area of lakes >=10 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	1805.33	396414.24		
hu4_lakes_lakes10ha_contributing_area_ha		hectare	real		the sum of the surface area of lakes >=10 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	2028.82	10622144.28		
hu4_lakes_lakes10ha_overlapping_area_pct		dimensionless	real		the percent of the area of lakes >=10 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0.14	10.45		
hu4_lakes_lakes10ha_count		dimensionless	natural		count of lakes >=10 ha in zone	numeric	29	3087		
hu4_lakes_lakes10ha_isolated_avgsize_ha		hectare	real		average surface area of isolated lakes (no inlet or outlet) >= 10 ha in zone	numeric	12.23	36.16	NA	not available
hu4_lakes_lakes10ha_isolated_overlapping_area_ha		hectare	real		the sum of the area of isolated lakes (no inlet or outlet) >=10 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	35672.46		
hu4_lakes_lakes10ha_isolated_contributing_area_ha		hectare	real		the sum of the surface area of isolated lakes (no inlet or outlet) >=10 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	0	35681.28		
hu4_lakes_lakes10ha_isolated_overlapping_area_pct		dimensionless	real		the percent of the area of isolated lakes (no inlet or outlet) >=10 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	0.75		
hu4_lakes_lakes10ha_isolated_count		dimensionless	whole		count of isolated lakes (no inlet or outlet) >=10 ha in zone	numeric	0	1103		
hu4_lakes_lakes10ha_headwater_avgsize_ha		hectare	real		average surface area of headwater lakes (no inflowing streams) >=10 ha in zone	numeric	13.1	290.41	NA	not available
hu4_lakes_lakes10ha_headwater_overlapping_area_ha		hectare	real		the sum of the area of headwater lakes (no inflowing streams) >=10 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	26798.59		
hu4_lakes_lakes10ha_headwater_contributing_area_ha		hectare	real		the sum of the surface area of headwater lakes (no inflowing streams) >=10 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	0	39085.94		
hu4_lakes_lakes10ha_headwater_overlapping_area_pct		dimensionless	real		the percent of the area of headwater lakes (no inflowing streams) >=10 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0	0.51		
hu4_lakes_lakes10ha_headwater_count		dimensionless	whole		count of headwater lakes (no inflowing streams) >=10 ha in zone	numeric	0	484		
hu4_lakes_lakes10ha_drstream_avgsize_ha		hectare	real		average surface area of DRStream lakes (drainage lakes with inflowing stream(s), with or without outflows, and no upstream lakes  >= 10 ha) >= 10 ha in zone	numeric	25.9	256.97		
hu4_lakes_lakes10ha_drstream_overlapping_area_ha		hectare	real		the sum of the area of DRStream lakes (drainage lakes with inflowing stream(s), with or without outflows, and no upstream lakes  >= 10 ha) >= 10 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	486.98	64498.81		
hu4_lakes_lakes10ha_drstream_contributing_area_ha		hectare	real		the sum of the surface area of DRStream lakes (drainage lakes with inflowing stream(s), with or without outflows, and no upstream lakes  >= 10 ha) >= 10 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	492.07	64498.81		
hu4_lakes_lakes10ha_drstream_overlapping_area_pct		dimensionless	real		the percent of the area of DRStream lakes (drainage lakes with inflowing stream(s), with or without outflows, and no upstream lakes >= 10 ha) >= 10 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0.03	1.24		
hu4_lakes_lakes10ha_drstream_count		dimensionless	natural		count of DRStream lakes (drainage lakes with inflowing stream(s), with or without outflows, and no upstream lakes  >= 10 ha) >= 10 ha in zone	numeric	16	578		
hu4_lakes_lakes10ha_drlakestream_avgsize_ha		hectare	real		average surface area of DRLakeStream lakes (drainage-lake-stream with inflowing stream(s) and at least one upstream lake  >= 10 ha) >= 10 ha in zone	numeric	33.49	526106.03		
hu4_lakes_lakes10ha_drlakestream_overlapping_area_ha		hectare	real		the sum of the area of DRLakeStream lakes (drainage-lake-stream with inflowing stream(s) and at least one upstream lake  >= 10 ha) >= 10 ha that intersect the zone boundary, divided by the area of the zone. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	113.7	287383.54		
hu4_lakes_lakes10ha_drlakestream_contributing_area_ha		hectare	real		the sum of the surface area of DRLakeStream lakes (drainage-lake-stream with inflowing stream(s) and at least one upstream lake  >= 10 ha) >= 10 ha that are within or intersect the zone boundary; but the intersecting lakes are not clipped to the zone boundary	numeric	502.33	10611618.86		
hu4_lakes_lakes10ha_drlakestream_overlapping_area_pct		dimensionless	real		the percent of the area of DRLakeStream lakes (drainage-lake-stream with inflowing stream(s) and at least one upstream lake  >= 10 ha) >= 10 ha that intersect the zone boundary. It only includes the portion of each lake that is inside the zone (i.e., the lakes are clipped to the zone boundary)	numeric	0.02	9.28		
hu4_lakes_lakes10ha_drlakestream_count		dimensionless	natural		count of all DRLakeStream lakes (drainage-lake-stream with inflowing stream(s) and at least one upstream lake  >= 10 ha) >= 10 ha in zone	numeric	2	922		
hu4_latewisconsinglaciation_glaciation			character	glaciation status during the Late Wisconsin glaciation	glaciation status during the Late Wisconsin glaciation	factor	NA	NA		
hu4_streamdensity_streams_sum_lengthm		meter	real		sum of the length of all streams within the zone; the artificial lines through lakes are not counted in the stream length	numeric	2185932.15	114777196.7		
hu4_streamdensity_streams_density_mperha		metersPerHectare	real		density of all streams within the zone, calculated as the sum of the stream length divided by the zone area; the artificial lines through lakes are not counted in the stream length	numeric	5.06	18.12		
hu4_streamdensity_headwaters_sum_lengthm		meter	real		sum of the length of all headwater streams (1st-3rd Strahler order) within the zone; the artificial lines through lakes are not counted in the stream length	numeric	1605149.39	99980080.22	NA	not available
hu4_streamdensity_headwaters_density_mperha		metersPerHectare	real		density of all headwater streams (1st-3rd Strahler order) within the zone, calculated as the sum of the stream length divided by the zone area; the artificial lines through lakes are not counted in the stream length	numeric	4.4	15.81	NA	not available
hu4_streamdensity_midreaches_sum_lengthm		meter	real		sum of the length of all midreach streams (4th-6th Strahler order) within the zone; the artificial lines through lakes are not counted in the stream length	numeric	129122.98	12544371.47	NA	not available
hu4_streamdensity_midreaches_density_mperha		metersPerHectare	real		density of all midreach streams (4th-6th Strahler order) within the zone, calculated as the sum of the stream length divided by the zone area; the artificial lines through lakes are not counted in the stream length	numeric	0.35	2.72	NA	not available
hu4_streamdensity_rivers_sum_lengthm		meter	real		sum of the length of all large river-streams (>6th Strahler order) within the zone; the artificial lines through lakes are not counted in the stream length	numeric	0	2252070.74	NA	not available
hu4_streamdensity_rivers_density_mperha		metersPerHectare	real		density of all large river-streams (>6th Strahler order) within the zone, calculated as the sum of the stream length divided by the zone area; the artificial lines through lakes are not counted in the stream length	numeric	0	1.59	NA	not available
hu4_wl_allwetlandsundissolved_avgsize_ha		hectare	real		average surface area of all wetlands (regardless of vegetation, connection, or regime), in hectares. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	0.65	9.78	NA	not available
hu4_wl_allwetlandsundissolved_overlapping_area_ha		hectare	real		total land area of all wetlands (regardless of vegetation, connection, or regime) that are contained within or partially intersect the border of this zone. This value may exceed the size of the zone itself. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	14413.16	1214200.74	NA	not available
hu4_wl_allwetlandsundissolved_contributing_area_ha		hectare	real		total land area of this zone that is covered by all wetlands (regardless of vegetation, connection, or regime). The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	14480.53	1266303.74	NA	not available
hu4_wl_allwetlandsundissolved_overlapping_area_pct		dimensionless	real		percent of land area of this zone that is covered by all wetlands (regardless of vegetation, connection, or regime). The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	0.89	41.49	NA	not available
hu4_wl_allwetlandsundissolved_count		dimensionless	natural		count of all wetlands (regardless of vegetation, connection, or regime) in this zone. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	11951	440631	NA	not available
hu4_wl_isolatedwetlandsundissolved_avgsize_ha		hectare	real		average surface area of isolated wetland patches (no intersecting streams within a 30 m buffer of the wetland patch) in this zone. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	0.36	4.36	NA	not available
hu4_wl_isolatedwetlandsundissolved_overlapping_area_ha		hectare	real		total land area of this zone that is covered by isolated wetland patches (no intersecting streams within a 30 m buffer of the wetland patch), in hectares. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	3176.91	528219.2	NA	not available
hu4_wl_isolatedwetlandsundissolved_contributing_area_ha		hectare	real		total land area of isolated wetland patches (no intersecting streams within a 30 m buffer of the wetland patch) that are contained within or partially intersect the border of this zone. This value may exceed the size of the zone itself. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	3190.7	535064.74	NA	not available
hu4_wl_isolatedwetlandsundissolved_overlapping_area_pct		dimensionless	real		percent of land area of this zone that is covered by isolated wetland patches (no intersecting streams within a 30 m buffer of the wetland patch). The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	0.14	17.86	NA	not available
hu4_wl_isolatedwetlandsundissolved_count		dimensionless	natural		count of isolated wetland patches (no intersecting streams within a 30 m buffer of the wetland patch) in this zone. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	4069	378174	NA	not available
hu4_wl_singlewetlandsundissolved_avgsize_ha		hectare	real		average surface area of single wetland patches (intersected within a 30 m buffer by a single first order stream) in this zone. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	0.63	12.31	NA	not available
hu4_wl_singlewetlandsundissolved_overlapping_area_ha		hectare	real		total land area of this zone that is covered by single wetland patches (intersected within a 30 m buffer by a single first order stream), in hectares. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	1315.08	145885.73	NA	not available
hu4_wl_singlewetlandsundissolved_contributing_area_ha		hectare	real		total land area of single wetland patches (intersected within a 30 m buffer by a single first order stream) that are contained within or partially intersect the border of this zone. This value may exceed the size of the zone itself. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	1327.17	146864.93	NA	not available
hu4_wl_singlewetlandsundissolved_overlapping_area_pct		dimensionless	real		percent of land area of this zone that is covered by single wetland patches (intersected within a 30 m buffer by a single first order stream). The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	0.06	4.59	NA	not available
hu4_wl_singlewetlandsundissolved_count		dimensionless	natural		count of single wetland patches (intersected within a 30 m buffer by a single first order stream) in this zone. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	1307	24315	NA	not available
hu4_wl_connectedwetlandsundissolved_avgsize_ha		hectare	real		average surface area of connected wetland patches (intersected within a 30 m buffer by a higher order stream or by multiple streams)  in this zone. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	1.56	25.73	NA	not available
hu4_wl_connectedwetlandsundissolved_overlapping_area_ha		hectare	real		total land area of this zone that is covered by connected wetland patches (intersected within a 30 m buffer by a higher order stream or by multiple streams), in hectares. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	5853.93	631445.74	NA	not available
hu4_wl_connectedwetlandsundissolved_contributing_area_ha		hectare	real		total land area of connected wetland patches (intersected within a 30 m buffer by a higher order stream or by multiple streams) that are contained within or partially intersect the border of this zone. This value may exceed the size of the zone itself. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	5859.08	636831.41	NA	not available
hu4_wl_connectedwetlandsundissolved_overlapping_area_pct		dimensionless	real		percent of land area of this zone that is covered by connected wetland patches (intersected within a 30 m buffer by a higher order stream or by multiple streams). The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	0.35	19.04	NA	not available
hu4_wl_connectedwetlandsundissolved_count		dimensionless	natural		count of connected wetland patches (intersected within a 30 m buffer by a higher order stream or by multiple streams) in this zone. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	3151	38413	NA	not available
hu4_wl_forestedwetlandsundissolved_avgsize_ha		hectare	real		average surface area of forested wetland patches (dominated by woody vegetation 6m or taller)  in this zone. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	0.93	14.96	NA	not available
hu4_wl_forestedwetlandsundissolved_overlapping_area_ha		hectare	real		total land area of this zone that is covered by forested wetland patches (dominated by woody vegetation 6m or taller), in hectares. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	8602.56	822326.66	NA	not available
hu4_wl_forestedwetlandsundissolved_contributing_area_ha		hectare	real		total land area of forested wetland patches (dominated by woody vegetation 6m or taller) that are contained within or partially intersect the border of this zone. This value may exceed the size of the zone itself. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	8651.68	829503.4	NA	not available
hu4_wl_forestedwetlandsundissolved_overlapping_area_pct		dimensionless	real		percent of land area of this zone that is covered by forested wetland patches (dominated by woody vegetation 6m or taller). The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	0.51	25.43	NA	not available
hu4_wl_forestedwetlandsundissolved_count		dimensionless	natural		count of forested wetland patches (dominated by woody vegetation 6m or taller) in this zone. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	5196	81055	NA	not available
hu4_wl_scrubshrubwetlandsundissolved_avgsize_ha		hectare	real		average surface area of scrub-shrub wetland patches (dominated by woody vegetation < 6m tall) in this zone. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	0.53	8.52	NA	not available
hu4_wl_scrubshrubwetlandsundissolved_overlapping_area_ha		hectare	real		total land area of this zone that is covered by scrub-shrub wetland patches (dominated by woody vegetation < 6m tall), in hectares. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	836.01	384312.01	NA	not available
hu4_wl_scrubshrubwetlandsundissolved_contributing_area_ha		hectare	real		total land area of forested wetland patches (dominated by woody vegetation 6m or taller) that are contained within or partially intersect the border of this zone. This value may exceed the size of the zone itself. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	840.13	412284.8	NA	not available
hu4_wl_scrubshrubwetlandsundissolved_overlapping_area_pct		dimensionless	real		percent of land area of this zone that is covered by scrub-shrub wetland patches (dominated by woody vegetation < 6m tall). The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	0.06	13.13	NA	not available
hu4_wl_scrubshrubwetlandsundissolved_count		dimensionless	natural		count of scrub-shrub wetland patches (dominated by woody vegetation < 6m tall) in this zone. The patches were left as delineated by the National Wetlands Inventory ("undissolved") for calculating this variable.	numeric	1318	120866	NA	not available
