attributeName	attributeDefinition	class	unit	dateTimeFormatString	missingValueCode	missingValueCodeExplanation
BARE	BARE GROUND COVER	numeric	pct areal cover		NaN	Missing or unreadable observation
BLSP	BLECHNUM SPICANT - DEER FERN	numeric	pct areal cover		NaN	Missing or unreadable observation
CACH	CAMISSONIA CHEIRANTHIFOLIA - BEACH EVENING PRIMROSE	numeric	pct areal cover		NaN	Missing or unreadable observation
CAED	CAKILE EDENTULA - AMERICAN SEA ROCKET	numeric	pct areal cover		NaN	Missing or unreadable observation
CAMA	CAKILE MARITIMA - SEA ROCKET	numeric	pct areal cover		NaN	Missing or unreadable observation
CAMI	CASTILLEJA MINIATA - SCARLET PAINTBRUSH	numeric	pct areal cover		NaN	Missing or unreadable observation
CAOB	CAREX OBNUPTA - SLOUGH SEDGE	numeric	pct areal cover		NaN	Missing or unreadable observation
CARA	"CARDIONEMA RAMOSISSIMUM - SANDCARPET, FOOT FUCKER"	numeric	pct areal cover		NaN	Missing or unreadable observation
CASO	CALYSTEGIA SOLDANELLA - BEACH MORNING GLORY	numeric	pct areal cover		NaN	Missing or unreadable observation
CEAR	CERASTIUM ARVENSE - FIELD CHICKWEED	numeric	pct areal cover		NaN	Missing or unreadable observation
CEVU	CERASTIUM VULGATUM - MOUSE-EAR CHICKWEED	numeric	pct areal cover		NaN	Missing or unreadable observation
CIAR	CIRSIUM ARVENSE - CANADA THISTLE	numeric	pct areal cover		NaN	Missing or unreadable observation
COCO	COTULA CORONOPIFOLIA - BRASS BUTTONS	numeric	pct areal cover		NaN	Missing or unreadable observation
COPA	CONIOSELINUM PACIFICUM - HEMLOCK PARSLEY	numeric	pct areal cover		NaN	Missing or unreadable observation
CRCA	CREPIS CAPILLARIS - SMOOTH HAWKSBEARD	numeric	pct areal cover		NaN	Missing or unreadable observation
CYEC	CYNOSURUS ECHINATUS - HEDGEHOG DOGTAIL	numeric	pct areal cover		NaN	Missing or unreadable observation
CYSC	CYTISUS SCOPARIUS - SCOTCH BROOM	numeric	pct areal cover		NaN	Missing or unreadable observation
ELMO_D	ELYMUS MOLLIS PERCENT DEAD COVER	numeric	pct areal cover		NaN	Missing or unreadable observation
ELMO_L	ELYMUS MOLLIS PERCENT LIVE COVER	numeric	pct areal cover		NaN	Missing or unreadable observation
ELMO_STEM_D	ELMYUS MOLLIS DEAD STEM COUNT	numeric	tillers per 0.25 squareMeter		NaN	Missing or unreadable observation
ELMO_STEM_L	ELYMUS MOLLIS LIVE STEM COUNT	numeric	tillers per 0.25 squareMeter		NaN	Missing or unreadable observation
END_METER	MEASURED DISTANCE FROM START OF TRANSECT TO END OF TRANSECT	numeric	meter		NaN	Missing or unreadable observation
EPCI	EPILOBIUM CILIATUM - PACIFIC WILLOW-HERB	numeric	pct areal cover		NaN	Missing or unreadable observation
EQAR	EQUISETUM ARVENSE - HORSETAIL	numeric	pct areal cover		NaN	Missing or unreadable observation
ERMI	ERECHTITES MINIMA - COASTAL BURNWEED	numeric	pct areal cover		NaN	Missing or unreadable observation
FEAR	FESTUCA ARUNDINACEA - TALL FESCUE	numeric	pct areal cover		NaN	Missing or unreadable observation
FERU	FESTUCA RUBRA - RED FESCUE	numeric	pct areal cover		NaN	Missing or unreadable observation
FRCH	FRAGARIA CHILOENSIS - BEACH STRAWBERRY	numeric	pct areal cover		NaN	Missing or unreadable observation
GAAP	"GALIUM APARINE - CLEAVERS, STICKYWILLY"	numeric	pct areal cover		NaN	Missing or unreadable observation
GASH	GAULTHERIA SHALLON - SALAL	numeric	pct areal cover		NaN	Missing or unreadable observation
GATR	GALIUM TRIFIDUM - PACIFIC BEDSTRAW	numeric	pct areal cover		NaN	Missing or unreadable observation
GLLI	GLEHNIA LITTORALIS - BEACH SILVER-TOP	numeric	pct areal cover		NaN	Missing or unreadable observation
GLMA	GLAUX MARITIMA - SEA MILKWORT	numeric	pct areal cover		NaN	Missing or unreadable observation
GNPU	GNAPHALIUM PURPUREUM - PURPLE CUDWEED	numeric	pct areal cover		NaN	Missing or unreadable observation
GRAVEL	Quadrat located on road or path	categorical			NaN	Missing or unreadable observation
HIAL	HIERACIUM ALBIFLORUM - WHITE HAWKWEED	numeric	pct areal cover		NaN	Missing or unreadable observation
HYBR_D	HYBRID AMMOPHILA PERCENT DEAD COVER	numeric	pct areal cover		NaN	Missing or unreadable observation
HYBR_L	HYBRID AMMOPHILA PERCENT LIVE COVER	numeric	pct areal cover		NaN	Missing or unreadable observation
HYBR_STEM_D	HYBRID AMMOPHILA DEAD STEM COUNT	numeric	tillers per 0.25 squareMeter		NaN	Missing or unreadable observation
HYBR_STEM_L	HYBRID AMMOPHILA LIVE STEM COUNT	numeric	tillers per 0.25 squareMeter		NaN	Missing or unreadable observation
HYRA	"HYPOCHAERIS RADICATA - FALSE DANDELION, HAIRY CAT'S EAR"	numeric	pct areal cover		NaN	Missing or unreadable observation
ID	Unique ID	numeric	dimensionless		NaN	Missing or unreadable observation
JULE	JUNCUS LESUEURII - SALT RUSH	numeric	pct areal cover		NaN	Missing or unreadable observation
LAJA	LATHYRUS JAPONICUS - BEACH PEA	numeric	pct areal cover		NaN	Missing or unreadable observation
LALI	LATHYRUS LITTORALIS - GRAY BEACH PEA	numeric	pct areal cover		NaN	Missing or unreadable observation
LEVU	LEUCANTHEMUM VULGARE - OX-EYED DAISY	numeric	pct areal cover		NaN	Missing or unreadable observation
LITTER	LITTER GROUND COVER	numeric	pct areal cover		NaN	Missing or unreadable observation
LOCO	"LOTUS CORNICULATUS - BROADLEAF BIRDSFOOT TREFOIL, BIRDFOOT DEERVETCH"	numeric	pct areal cover		NaN	Missing or unreadable observation
LOIN	LONICERA INVOLUCRATA - TWINBERRY HONEYSUCKLE	numeric	pct areal cover		NaN	Missing or unreadable observation
LUAR	LUPINUS ARBOREUS - COASTAL BUSH LUPINE	numeric	pct areal cover		NaN	Missing or unreadable observation
LULI	LUPINUS LITTORALIS - SEASHORE LUPINE	numeric	pct areal cover		NaN	Missing or unreadable observation
LYSA	LYTHRUM SALICARIA - PURPLE LOOSESTRIFE	numeric	pct areal cover		NaN	Missing or unreadable observation
LocBack	Quadrat located on landward side of the foredune (between the crest and the heel)	categorical			NaN	Missing or unreadable observation
LocBeach	Quadrat located on the backbeach (seaward of the dune toe)	categorical			NaN	Missing or unreadable observation
LocCrest	Quadrat located within 10 meters of the foredune crest	categorical			NaN	Missing or unreadable observation
LocFace	Quadrat located on the seaward foredune face (between the dune toe and dune crest)	categorical			NaN	Missing or unreadable observation
MADI	MAIANTHEMUM DILATATUM - FALSE LILY OF THE VALLEY	numeric	pct areal cover		NaN	Missing or unreadable observation
MEAR	"MENTHA ARVENSIS - WILD MINT, FIELD MINT"	numeric	pct areal cover		NaN	Missing or unreadable observation
MOSS	MOSS GROUND COVER	numeric	pct areal cover		NaN	Missing or unreadable observation
MYCA	MYRICA CALIFORNICA - WAX MYRTLE	numeric	pct areal cover		NaN	Missing or unreadable observation
PAVI	"PARENTUCELLIA VISCOSA - YELLOW PARENTUCELLIA, YELLOW GLANDWEED"	numeric	pct areal cover		NaN	Missing or unreadable observation
PICO	PINUS CONTORTA - SHORE PINE	numeric	pct areal cover		NaN	Missing or unreadable observation
PISI	PICEA SITKENSIS - SITKA SPRUCE	numeric	pct areal cover		NaN	Missing or unreadable observation
PLMA	"PLANTAGO MARITIMA - GOOSE TONGUE, PACIFIC SEASIDE PLANTAIN"	numeric	pct areal cover		NaN	Missing or unreadable observation
POAN	POTENTILLA ANSERINA SSP PACIFICA - PACIFIC SILVERWEED	numeric	pct areal cover		NaN	Missing or unreadable observation
POGL	POLYPODIUM GLYCYRRHIZA - LICORICE FERN	numeric	pct areal cover		NaN	Missing or unreadable observation
POMU	POLYSTICHUM MUNITUM - SWORD FERN	numeric	pct areal cover		NaN	Missing or unreadable observation
POPA	POLYGONUM PARONYCHIA - BEACHKNOTWEED	numeric	pct areal cover		NaN	Missing or unreadable observation
PTAQ	PTERIDIUM AQUILINUM - BRACKEN FERN	numeric	pct areal cover		NaN	Missing or unreadable observation
RECORDER	INDIVIDUAL WHO PERFORMED TRANSECT MEASUREMENTS	categorical			NaN	Missing or unreadable observation
REGION	Name of the region encompassing multiple transects	categorical			NaN	Missing or unreadable observation
ROAD	Quadrat located on road or path	categorical			NaN	Missing or unreadable observation
RONU	ROSA NUTKANA -NOOTKA ROSE	numeric	pct areal cover		NaN	Missing or unreadable observation
RUAC	RUMEX ACETOSELLA - COMMON SHEEP SORREL	numeric	pct areal cover		NaN	Missing or unreadable observation
RUDI	RUBUS DISCOLOR - HIMALAYAN BLACKBERRY	numeric	pct areal cover		NaN	Missing or unreadable observation
RULA	RUBUS LACINIATUS - EVERGREEN BLACKBERRY	numeric	pct areal cover		NaN	Missing or unreadable observation
RULE	RUBUS LEUCODERMIS - WESTERN RASPBERRY	numeric	pct areal cover		NaN	Missing or unreadable observation
RUOC	RUMEX OCCIDENTALIS - WESTERN DOCK	numeric	pct areal cover		NaN	Missing or unreadable observation
RUSP	RUBUS SPECTABILIS - SALMON BERRY	numeric	pct areal cover		NaN	Missing or unreadable observation
RUUS	RUBUS URSINUS - PACIFIC BLACKBERRY	numeric	pct areal cover		NaN	Missing or unreadable observation
Replicate	"Replicate Transect ID: 1=10N replicate, 2 = center replicate, 3=10S replicate"	numeric	dimensionless		NaN	Transect-wide species richness survey
Replicate_Name	Replicate cross-shore transect. 10N = 10m north of the center transect. 10S = 10m south of the center transect.	categorical			NaN	Transect-wide species richness survey
SALIX_SPP	SALIX SPP - WILLOW SPECIES	numeric	pct areal cover		NaN	Missing or unreadable observation
SESY	"SENECIO SYLVATICUS - WOODLAND RAGWORT, WOOD GROUNDSEL"	numeric	pct areal cover		NaN	Missing or unreadable observation
SHELL	SHELL HASH COVER	numeric	pct areal cover		NaN	Missing or unreadable observation
SOAS	SONCHUS ASPER - SPINY SOWTHISTLE	numeric	pct areal cover		NaN	Missing or unreadable observation
SOSI	SOLIDAGO SIMPLEX - DUNE GOLDENROD	numeric	pct areal cover		NaN	Missing or unreadable observation
SPDO	"SPIRAEA DOUGLASII - DOUGLAS SPIREA, ROSE SPIREA"	numeric	pct areal cover		NaN	Missing or unreadable observation
STATION	Number of quadrats along transect from seaward-most quadrat	numeric	dimensionless		NaN	Missing or unreadable observation
STATION_METER	Surface distance along transect from seaward-most quadrat	numeric	meter		NaN	Missing or unreadable observation
STLO	STELLARIA LONGIPES - LONGSTALK STARWORT	numeric	pct areal cover		NaN	Missing or unreadable observation
TABI	SHELL HASH COVER	numeric	pct areal cover		NaN	Missing or unreadable observation
TRWO	"TRIFOLIUM WORMSKIOLDII - COAST CLOVER, COW CLOVER"	numeric	pct areal cover		NaN	Missing or unreadable observation
Transect_ID	"unique ID value, ordered North to South"	numeric	dimensionless		NaN	Missing or unreadable observation
Transect_Name	Name of the cross-shore transect	categorical			NaN	Missing or unreadable observation
ULEU	ULEX EUROPAEA - GORSE	numeric	pct areal cover		NaN	Missing or unreadable observation
UNK_COUNT	NUMBER OF UNKNOWN SPECIES	numeric	number		NaN	Missing or unreadable observation
UNKs	UNKNOWN SPECIES PRESENT?	categorical			NaN	Missing or unreadable observation
UTMx	NAD83 (NA 2011) UTM 10N Easting	numeric	meter		NaN	Missing or unreadable observation
UTMy	NAD83 (NA 2011) UTM 10N Northing	numeric	meter		NaN	Missing or unreadable observation
VAOV	VACCINIUM OVATUM - CALIFORNIA HUCKLEBERRY	numeric	pct areal cover		NaN	Missing or unreadable observation
VIAM	VICIA AMERICANA - AMERICAN VETCH	numeric	pct areal cover		NaN	Missing or unreadable observation
VIGI	VICIA GIGANTEA - GIANT VETCH	numeric	pct areal cover		NaN	Missing or unreadable observation
WOOD	WOOD GROUND COVER	numeric	pct areal cover		NaN	Missing or unreadable observation
zLMSL_2012	Elevation above local mean sea level in 2012	numeric	meter		NaN	Missing or unreadable observation
zLMSL_2014	Elevation above local mean sea level in 2014	numeric	meter		NaN	Missing or unreadable observation
