attributeName	code	definition
flagtotpf	K	Data suspect
flagtotpuf	E	Average of duplicate analyses
flagtotpuf	L	Data point and blind value differ by more than 15 %
flagtotpuf	G	Analyzed late
flagtotpuf	A	Sample suspect
flagtotpuf	J	Non standard routine followed
flagtotpuf	M	More than t
flagtotpuf	C	No sample taken
flagtotpuf	I	Outside of data entry constraints
flagtotpuf	N	Sample retested
flagtotpuf	D	Sample lost
flagtotpuf	K	Data suspect
flagtotpuf	F	Duplicate analyses in error
flagtotpuf	H	Outside of standard range
flagtotpuf	n	Sample retested
flagtotpuf	V	Could not be computed; set to missing
flagdrsif	I	Outside of data entry constraints
flagdrsif	E	Average of duplicate analyses
flagdrsif	C	No sample taken
flagdrsif	H	Outside of standard range
flagdrsif	A	Sample suspect
flagdrsif	M	More than t
flagdrsif	N	Sample retested
flagdrsif	L	Data point and blind value differ by more than 15 %
flagdrsif	D	Sample lost
flagdrsif	G	Analyzed late
flagdrsif	K	Data suspect
flagdrsif	E 	Average of duplicate analyses
flagdrsif	J	Non standard routine followed
flagbrsif	E	Average of duplicate analyses
flagbrsif	A	Sample suspect
flagbrsif	H	Outside of standard range
flagbrsif	G	Analyzed late
flagbrsif	L	Data point and blind value differ by more than 15 %
flagbrsif	C	No sample taken
flagbrsif	I	Outside of data entry constraints
flagbrsif	M	More than t
flagbrsif	N	Sample retested
flagbrsif	D	Sample lost
flagbrsiuf	E	Average of duplicate analyses
flagbrsiuf	A	Sample suspect
flagbrsiuf	H	Outside of standard range
flagbrsiuf	C	No sample taken
flagbrsiuf	I	Outside of data entry constraints
flagbrsiuf	L	Data point and blind value differ by more than 15 %
flagbrsiuf	M	More than t
flagbrsiuf	N	Sample retested
flagbrsiuf	G	Analyzed late
flagbrsiuf	D	Sample lost
flagtpm	D	Sample lost
flagtpm	C	No sample taken
flagtpm	L	Data point and blind value differ by more than 15 %
flagtpm	M	More than t
flagtpm	A	Sample suspect
flagtpm	I	Outside of data entry constraints
flagtpm	P	TPM uncorrected for humidity change between filter weighing
flagtpm	H	Outside of standard range
flagtpm	J	Non standard routine followed
flagtpm	K	Data suspect
flagtpm	E	Average of duplicate analyses
flagtpm	l	Outside of data entry constraints
flagno3no2_sloh	S	Value below detection limit; set to zero
flagno3no2_sloh	R	Value between LOD and LOQ
flagno3no2_sloh	Q	Quality control comments on SLOH lab sheet
flagno3no2_sloh	J	Non standard routine followed
flagno3no2_sloh	U	Equipment malfunction produced bad value; value set to missing
flagnh4_sloh	S	Value below detection limit; set to zero
flagnh4_sloh	R	Value between LOD and LOQ
flagnh4_sloh	Q	Quality control comments on SLOH lab sheet
flagnh4_sloh	J	Non standard routine followed
flagkjdl_n_sloh	R	Value between LOD and LOQ
flagkjdl_n_sloh	Q	Quality control comments on SLOH lab sheet
flagkjdl_n_sloh	S	Value below detection limit; set to zero
flagkjdl_n_sloh	J	Non standard routine followed
flagtotpuf_sloh	R	Value between LOD and LOQ
flagtotpuf_sloh	S	Value below detection limit; set to zero
flagtotpuf_sloh	Q	Quality control comments on SLOH lab sheet
flagtotpuf_sloh	J	Value between LOD and LOQ
flagdrp_sloh	R	Value between LOD and LOQ
flagdrp_sloh	S	Value below detection limit; set to zero
flagdrp_sloh	Q	Quality control comments on SLOH lab sheet
flagdrp_sloh	J	Non standard routine followed
flagdrsif_sloh	Q	Quality control comments on SLOH lab sheet
flagdrsif_sloh	R	Value between LOD and LOQ
flagdrsif_sloh	S	Value below detection limit; set to zero
flagdrsif_sloh	J	Non standard routine followed
