attributeName	attributeDefinition	class	unit	dateTimeFormatString	missingValueCode	missingValueCodeExplanation
SurfFrostScarPct	"% cover of active partially vegetated frost boils, 999 for no data"	numeric	dimensionless		999	Missing value
WaterDep	"Water depth above or below the soil surface, cm, 999 if no data"	numeric	centimeter		999	Missing value
WaterAbvBlw	"Water depth above or below the soil surface (A/B/U), used to check WaterDep value"	character			999	Missing value
WaterSat30	soil saturated in upper Integer0 cm. yes/no/unknown	character			999	Missing value
WaterRegNWI	"codes for National Wetlands inventory hydrology, see REF_NWIWaterRegimeCodes"	character			999	Missing value
WaterpH	"pH measured in ground water, where present, 999 if no data"	numeric	dimensionless		999	Missing value
WaterEC	"EC (uS/cm) measured in ground water, where present; 999 if no data"	numeric	dimensionless		999	Missing value
SoilpH10	"pH measure in saturated soil slurry, usually when ground water not present, 999 if no data"	numeric	dimensionless		999	Missing value
SoilpH40	"soil pH measured from 10cm below soil surface, 999 if no data"	numeric	dimensionless		999	Missing value
SoilpHGrad	"Soil pH at 40 cm, 999 if no data"	numeric	dimensionless		999	Missing value
SoilEC10	"EC (uS/cm) measure in saturated soil slurry at 10 cm depth, usually when ground water not present, 999 if no data"	numeric	dimensionless		999	Missing value
SitepH	"Water pH or soil slurry pH, water used preferentially when available, 999 if no data"	numeric	dimensionless		999	Missing value
SiteEC	"Water EC (uS/cm) or soil slurry EC, water used preferentially when available, uS/cm, 999 if no data"	numeric	dimensionless		999	Missing value
SiteChem	A=Alkaline; B=Basic; N=Circuneutral; S=Saline; E=brackish (see Ref_SiteChemistry for definitions)	character			999	Missing value
SoilMotlDep	"Depth (cm) to top of first layer with mottles, enter 999 for no data"	character			999	Missing value
SoilGleyDep	"FDepth (cm) to top of first layer with full gleying, enter 999 for no data"	character			999	Missing value
SoilDrainage	Final Revised drainage codes	character			999	Missing value
SoilMoisture	Final revised Soil Moisture codes	character			999	Missing value
SoilHydric	Is it a hydric soil (yes/no/unknown) using NRCS hydric soil criteria	character			999	Missing value
SoilOrgSurfThk	"Thickness (cm) of surface organic layer, use 999 when no data"	numeric	centimeter		999	Missing value
SoilOrgCum40	"Cumulative thickness (cm) of surface and buried organic layer within top 40 cm, use 999 when no data"	numeric	centimeter		999	Missing value
SoilOrgPostTK	"Thickness (cm) of new peat formed after thermokarst, 999 if no data"	numeric	centimeter		999	Missing value
SoilTxtMin40	"Dominant mineral texture in top 40 cm, see Soil Text Dom codes"	character			999	Missing value
SoilTxtDom40	"Dominant overall texture in top 40 cm, see Soil Text Dom codes"	character			999	Missing value
SoilSiltThk	"Depth (cm) of surface wind blown silt, use 999 for no data"	numeric	centimeter		999	Missing value
SoilRockDep	"Depth (cm) to rocks, when rocks are >Yes/No Checkbox5% volume, use 999 for no data"	numeric	centimeter		999	Missing value
SoilThawDep	"Thaw depth (cm), use 999 for no data"	numeric	centimeter		999	Missing value
SoilFrostBot	Depth (cm) to bottom of seasonal or permafrost	numeric	centimeter		999	Missing value
SoilCryoturb	"Cryoturbation observed in soil profile: P-present or A-absent, U=Unknown"	character			999	Missing value
SoilPFrost	"Permafrost present (either proven or highly likely): P-present or A-absent, U=Unknown"	character			999	Missing value
SoilIceWdgDep	"Depth (cm) to top of wedge ice, 999 if no data"	numeric	centimeter		999	Missing value
SoilObsDep	"Depth (cm) to maximum soil observation (cm), includes frost probe depth, 9999 if no data"	numeric	centimeter		999	Missing value
SoilStrat	whether the soils were described: y/n	character			999	Missing value
SoilSample	whether soil samples were collected: y/n	character			999	Missing value
SoilMethod	"method by which soil/environmental variables assessed, e.g. l = soil plug, m = tile probe, see REF_SampleMeth for complete list"	character			999	Missing value
SoilClassFld	"Soil taxonomy code used in the field or time of survey, NRCS class"	character			999	Missing value
SoilClassFnl	NRCS Soil taxonomy final	character			999	Missing value
SoilClassEd	Soil taxonomy Edition used for final	character			999	Missing value
SoilLandscape	Soil landscape combined physiography and dominant texture	character			999	Missing value
VegQual	"Quality or completeness of species listing: P=partial (often Short Text-20); D=dominants (often Integer-Date/Time), C=complete (or nearly so), N=None"	character			999	Missing value
VegClass4Fld	"Viereck Veg class level 4 Field call, see reference table REF_Site_VegCodeLong Integer, ND=not determined"	character			999	Missing value
VegClass4Fnl	"Viereck Veg class  level 4  Final call, see reference table REF_Site_VegCodeLong Integer, ND=not determined"	character			999	Missing value
VegClass4Alt	"Viereck Veg class  level 4  field alternative call, REF_Site_VegCodeLong Integer"	character			999	Missing value
VegStruct	"Code for Ecotype Vegetation Structure, see Site_Ecpotypes reference table"	character			999	Missing value
VegDomSpec	"Listing of species codes for dominant plants, with hypen between codes"	character			999	Missing value
VegFlorClass	Floristic Class from analysis	character			999	Missing value
VegBiomass	Dried plant mass	numeric	gramPercentimeterSquared		999	Missing value
VegMethod	"Method used to estimate plant cover: V=visual estimate, P=point sampling, D=dominance list"	character			999	Missing value
DisturbClass	"Disturbance class, natural or human induced, see REF_Site_DisturbClass"	character			999	Missing value
DisturbYear	"Year of Disturbance or onset of change, 9999 if no data"	numeric	nominalYear		999	Missing value
DisturbInterv	"Years of recovery, or interval, after disturbance between disturbance date and sampling date"	numeric	nominalYear		999	Missing value
EcotypeFld	"Ecotype code assigned in field, concatonate Physiog, TextDom, SoilMoist, SiteChem, VegStruct"	character			999	Missing value
EcotypeAggr	Aggregated ecotypes (post data- analysis)	character			999	Missing value
NotesFld	Field Notes	character			999	Missing value
NotesOff	Office Notes	character			999	Missing value
ClimMAAT	"Mean Annual Air Temperature (deg. C_, from field data or PRISM"	numeric	celsius		999	Missing value
ClimMAP	Mean annual precipitation (mm)	numeric	millimeter		999	Missing value
ClimMeth	Method for determining MAAT	character			999	Missing value
DataRevEnv	Environmental (non-geomorphology) data completeness review completed: Y or N	character			999	Missing value
DataRevVeg	Soil data completeness review performed: Y or N	character			999	Missing value
DataRevSoil	"Origin of the data: organization, company, institute or individual"	character			999	Missing value
DataOrigin	Vegetation and ecotype data completeness review performed: Y or N	character			999	Missing value
OutlierEnv	Outlier based on evaluate of central tendencies of Environmental Variables	character			999	Missing value
OutlierVeg	Outlier based on evaluate of central tendencies of  Veg composition	character			999	Missing value
References	Reports and publications using data	character			999	Missing value
WaterStore	"Total water storage, depth equivalent (), usually 0-2 m depth increment"	numeric	meter		999	Missing value
CarbStock	"Total carbon stock (kg/m2), usually for 0-2 m depth increment"	numeric	dimensionless		999	Missing value
CarbWat_Sum_Depth	Depth increments (m) used for summing carbon and water stocks	numeric	dimensionless		999	Missing value
CarbStock_PostTK	PLACEHOLDER	numeric	dimensionless		999	Missing value
SoilMass	Mass of new peat formed post thermokarst	numeric	kilogramsPerSquareMeter		999	Missing value
DistEdgeDist	Distance to edge of disturbance or thermokarst edge	numeric	meter		999	Missing value
SoilSurfOrgDens	Bulk density of surface organic mat	numeric	gramsPerCubicCentimeter		999	Missing value
