attributeName	attributeDefinition	class	unit	dateTimeFormatString	missingValueCode	missingValueCodeExplanation
Macrofauna_category	"Soil faunal activity category, 4 levels"	categorical				
Faunal_3_category	"Soil faunal activity category, 3 levels"	categorical				
Gleying	Gleying (grey coloration indicating reduced iron) observed during destructive sampling of core.	character				
Min_redox_mV	Minimum reduction-oxidation potential measured in core.	numeric	millivolt			
Redox_cat	Category of redox potential.	categorical				
Redox_binary	Binary category of redox potential.	categorical				
T0_NO3_plot_mean_mgN_gds	"Nitrate content  in dry soil by plot at time of field extraction of cores, average of two cores."	numeric	milligramsPerGram			
Change_in_NO3_mgN_gdw	Difference between plot's average nitrate content in dry soil at field sampling and final nitrate content of core.	numeric	milligramsPerGram			
Perc_change_in_NO3_from_T0	Percent difference of nitrate between plot's average at field sampling and final core.	numeric	dimensionless			
T0_NH4_plot_mean_mgN_gds	"Ammonium content in dry soil by plot at time of field extraction of cores, average of two cores."	numeric	milligramsPerGram			
Change_in_NH4_mgN_gdw	Difference between plot's average ammonium content in dry soil at field sampling and final ammonium content of core.	numeric	milligramsPerGram			
Perc_NH4_change_from_T0	Percent difference of ammonium between plot's average at field sampling and final core.	numeric	dimensionless			
Run1_CH4_flux_nmole_per_day_kgdw	Week 6 net CH4 flux of core. In NanomoleCH4PerDayPerKilogramDryWeightofSoil	numeric	nanomolesPerKilogramPerDay			
Run4_CH4_flux_nmole_per_day_kgdw	Week 21 net CH4 flux of core. In NanomoleCH4PerDayPerKilogramDryWeightofSoil	numeric	nanomolesPerKilogramPerDay			
Run1_CO2_flux_nmole_per_day_kgdw	Week 6 net CO2 flux of core. In NanomoleCO2PerDayPerKilogramDryWeightofSoil	numeric	nanomolesPerKilogramPerDay			
Run4_CO2_flux_nmole_per_day_kgdw	Week 21 net CO2 flux of core. In NanomoleCO2PerDayPerKilogramDryWeightofSoil	numeric	nanomolesPerKilogramPerDay			
Run1_N2O_flux_nmole_per_day_kgdw	Week 6 net N2O flux of core. In NanomoleN2OPerDayPerKilogramDryWeightofSoil	numeric	nanomolesPerKilogramPerDay			
Run4_N2O_flux_nmole_per_day_kgdw	Week 21 net N2O flux of core. In NanomoleN2OPerDayPerKilogramDryWeightofSoil	numeric	nanomolesPerKilogramPerDay			
Change_in_CH4_flux_nmole_per_day_kgdw	Difference between week 6 and 21 net CH4 flux. In NanomoleCH4PerDayPerKilogramDryWeightofSoil	numeric	nanomolesPerKilogramPerDay			
Change_in_CO2_flux_nmole_per_day_kgdw	Difference between week 6 and 21 net CO2 flux. In NanomoleCO2PerDayPerKilogramDryWeightofSoil	numeric	nanomolesPerKilogramPerDay			
Change_in_N2O_flux_nmole_per_day_kgdw	Difference between week 6 and 21 net N2O flux. In NanomoleN2OPerDayPerKilogramDryWeightofSoil	numeric	nanomolesPerKilogramPerDay			
log10_Run1_CO2_flux_nmole_per_day_kgdw	Log10 Week 6 net CO2 flux of core.	numeric	dimensionless			
log10_Run4_CO2_flux_nmole_per_day_kgdw	Log10 Week 21 net CO2 flux of core.	numeric	dimensionless			
log10_Run1_N2O_flux_nmole_per_day_kgdw	Log10 Week 6 net N2O flux of core.	numeric	dimensionless			
log10_Run4_N2O_flux_nmole_per_day_kgdw	Log10 Week 21 net N2O flux of core.	numeric	dimensionless			
Mean_N2O_flux_nmole_per_day_kgdw	Average of Week6 and 21 net N2O flux. In NanomoleN2OPerDayPerKilogramDryWeightofSoil	numeric	nanomolesPerKilogramPerDay			
Mean_CO2_flux_nmole_per_day_kgdw	Average of Week6 and 21 net CO2 flux. In NanomoleCO2PerDayPerKilogramDryWeightofSoil	numeric	nanomolesPerKilogramPerDay			
log10_Mean_N2O_flux_nmole_per_day_kgdw	Log10 Average of Week6 and 21 net N2O flux.	numeric	dimensionless			
log10_Mean_CO2_flux_nmole_per_day_kgdw	Log10 Average of Week6 and 21 net CO2 flux.	numeric	dimensionless			
P_IPD1	Week 6 Isotope pool dilution (IPD) P (production constant) estimate. In MillilitersCH4PerDay	numeric	millilitersPerDayPerConcentration			
K_IPD1	Week 6 IPD K (consumption constant) estimate. In MillilitersCH4PerDayPerCH4Concentration (CH4 Concentration is vol/vol not ppm)	numeric	millilitersPerDayPerConcentration			
CH4_slope_IPD1	Week 6 slope of linear regression of total CH4 concentration from IPD incubation over time. In ppmCH4PerDay	numeric	ppmPerDay			
P_IPD2	Week 21 IPD P estimate. In MillilitersCH4PerDay	numeric	millilitersPerDay			
K_IPD2	Week 21 IPD K estimate. In MillilitersCH4PerDayPerCH4Concentration (CH4 Concentration is vol/vol not ppm)	numeric	millilitersPerDayPerConcentration			
CH4_slope_IPD2	Week 21 slope of linear regression of total CH4 concentration from IPD incubation over time. In ppmCH4PerDay	numeric	ppmPerDay			
P_IPD1_kgdw	Week 6 IPD P divided by dry soil mass. In MillilitersCH4PerDayPerKilogramDryWeightofSoil	numeric	millilitersPerKilogramsPerDay			
P_IPD2_kgdw	Week 21 IPD P divided by dry soil mass. In MillilitersCH4PerDayPerKilogramDryWeightofSoil	numeric	millilitersPerKilogramsPerDay			
K_IPD1_kgdw	Week 6 IPD K divided by dry soil mass. In MillilitersCH4PerDayPerCH4ConcentrationPerKilogramDryWeightofSoil	numeric	millilitersPerKilogramsPerDayPerConcentration			
K_IPD2_kgdw	Week 21 IPD K divided by dry soil mass.	numeric	millilitersPerKilogramsPerDayPerConcentration			
binary_P1	"Categorical variable indicating cores with P above detection limit (DL), week 6."	categorical				
binary_P2	"Categorical variable indicating cores with P above DL, week 21."	categorical				
P_category	CH4 production category combining the two P binary variables.	categorical				
Persistence	"CH4 production persistence category, indicating persistent methanogensis from week 6 to 21."	categorical				
category_P1_60	Categorical variable indicating whether P was above DL in week 6 and also above 60percent WFPS.	character				
category_P2_60	Categorical variable indicating whether P was above DL in week 21 and also above 60percent WFPS.	character				
P_flux_IPD1_kgdw	"CH4 gross production flux divided by dry soil mass, week6. In NanomoleCH4PerDayPerKilogramDryWeightofSoil"	numeric	nanomolesPerKilogramPerDay			
P_flux_IPD2_kgdw	"CH4 gross production flux divided by dry soil mass, week21. In NanomoleCH4PerDayPerKilogramDryWeightofSoil"	numeric	nanomolesPerKilogramPerDay			
C_flux_atmConc_IPD1_kgdw	"CH4 gross consumption flux (based on 1.8ppm ambient CH4) divided by dry soil mass, week6. In NanomoleCH4PerDayPerKilogramDryWeightofSoil"	numeric	nanomolesPerKilogramPerDay			
C_flux_atmConc_IPD2_kgdw	"CH4 gross production flux (based on 1.8ppm ambient CH4) divided by dry soil mass, week21. In NanomoleCH4PerDayPerKilogramDryWeightofSoil"	numeric	nanomolesPerKilogramPerDay			
log10_P_flux_IPD1_kgdw	"Log10 CH4 gross production flux, week 6."	numeric	dimensionless			
log10_P_flux_IPD2_kgdw	"Log10 CH4 gross production flux, week 21."	numeric	dimensionless			
P_flux_IPD_mean_kgdw	"CH4 gross production flux, average of week 6 and 21. In NanomoleCH4PerDayPerKilogramDryWeightofSoil"	numeric	nanomolesPerKilogramPerDay			
log10_P_flux_IPD_mean_kgdw	"Log10 of CH4 gross production flux, average of week 6 and 21."	numeric	dimensionless			
areal_P_IPD1_nmolesCH4_m2	"CH4 gross production flux converted to soil surface area units, week 6. In NanomoleCH4PerDayPerMeterSquared"	numeric	nanomolesPerMeterSquaredPerDay			
areal_P_IPD2_nmolesCH4_m2	"CH4 gross production flux converted to soil surface area units, week 21. In NanomoleCH4PerDayPerMeterSquared"	numeric	nanomolesPerMeterSquaredPerDay			
areal_K_IPD1_nmoles_atmC_m2	"CH4 gross consumption flux (based on 1.8ppm ambient CH4) converted to soil surface area units, week 6. In NanomoleCH4PerDayPerMeterSquared"	numeric	nanomolesPerMeterSquaredPerDay			
areal_K_IPD2_nmoles_atmC_m2	"CH4 gross consumption flux (based on 1.8ppm ambient CH4) converted to soil surface area units, week 21. In NanomoleCH4PerDayPerMeterSquared"	numeric	nanomolesPerMeterSquaredPerDay			
Gross_C_mnlzn_t1_nmole_day_kgdw	"Gross carbon mineralization (gross CH4 + CO2 production), week 6 In NanomoleCPerDayPerKilogramDryWeightofSoil"	numeric	nanomolesPerKilogramPerDay			
Gross_C_mnlzn_t2_nmole_day_kgdw	"Gross carbon mineralization (gross CH4 + CO2 production), week 21 In NanomoleCPerDayPerKilogramDryWeightofSoil"	numeric	nanomolesPerKilogramPerDay			
MG_frc_t1	"Methanogenic fraction of gross C mineralization, week 6"	numeric	dimensionless			
MG_frc_t2	"Methanogenic fraction of gross C mineralization, week 21"	numeric	dimensionless			
MG_frc_mean	"Methanogenic fraction of gross C mineralization, average of week 6 and21"	numeric	dimensionless			
log10_MG_frc_t1	"Log10 Methanogenic fraction of gross C mineralization, week 6"	numeric	dimensionless			
log10_MG_frc_t2	"Log10 Methanogenic fraction of gross C mineralization, week 21"	numeric	dimensionless			
log10_MG_frc_mean	"Log10 Methanogenic fraction of gross C mineralization, average of week 6 and21"	numeric	dimensionless			
