attributeName	code	definition
PHLAB_HT_ALERT	N	Did not exceed limit
COND_HT_ALERT	N	Did not exceed limit
COND_HT_ALERT	Y	Holding time exceeded limit of 7 days
ANC_HT_ALERT	N	Did not exced limit
ANC_HT_ALERT	Y	Holding time exceeed limit of 7 days
TURB_HT_ALERT	Y	TURB holding time exceeded limit of 3 days
TURB_HT_ALERT	N	Did not exceed limit
TOC_HT_ALERT	Y	TOC holding time exceeded limit of 14 days
TOC_HT_ALERT	N	Did not exceed limit
DOC_HT_ALERT	Y	DOC holding time exceeded limit of 14 days
DOC_HT_ALERT	N	Did not exceed limit
NH4_HT_ALERT	N	Did not exceed limit
NH4_HT_ALERT	Y	Holding time exceeded limit of 28 days
NO3NO2_HT_ALERT	N	Did not exceed limit
NO3NO2_HT_ALERT	Y	NO3NO2 holding time exceeded limit of 7 days
NTL_HT_ALERT	Y	NTL holding time exceeded limit of 28 days
NTL_HT_ALERT	N	Did not exceed limit
PTL_HT_ALERT	Y	PTL holding time exceeded limit of 28 days
PTL_HT_ALERT	N	Did not exceed limit
CL_HT_ALERT	Y	CL holding time exceeded limit of 7 days
CL_HT_ALERT	N	Did not exceed limit
NO3_HT_ALERT	Y	Holding time exceeded limit of 7 days
NO3_HT_ALERT	N	Did not exceed limit
SO4_HT_ALERT	Y	Holding time exceeded limit of 7 days
SO4_HT_ALERT	N	Did not exceed limit
CA_HT_ALERT	Y	CA holding time exceeded limit of 180 days
CA_HT_ALERT	N	Did not exceed limit
MG_HT_ALERT	Y	MG holding time exceeded limit of 180 days
MG_HT_ALERT	N	Did not exceed limit
NA_HT_ALERT	Y	NA holding time exceeded limit of 180 days
NA_HT_ALERT	N	Did not exceed limit
K_HT_ALERT	Y	K holding time exceeded limit of 180 days
K_HT_ALERT	N	Did not exceed limit
COLOR_HT_ALERT	Y	COLOR holding time exceeded limit of 3 days
COLOR_HT_ALERT	N	Did not exceed limit
SIO2_HT_ALERT	N	Did not exceed limit
SIO2_HT_ALERT	Y	SIO2 holding time exceeded limit of 7 days
INDXSAMP_CHLA	YES	Yes
INDXSAMP_CHLA	NO	No
SAMPLED_CHLA	YES	Yes
SAMPLED_CHLA	YES (Missing volume)	Yes (Missing volume)
SAMPLED_CHLA	NO (Sampling failed)	No (Sampling failed)
CHLA_RL_ALERT	N	Not below reporting limit
CHLA_RL_ALERT	Y	Chla reporting limit (<0.1 ug/L) 
FLAG_FLD_CHLA	F1	Undefined
FLAG_FLD_CHLA	IM	Undefined
FLAG_FLD_CHLA	F2	Undefined
FLAG_FLD_CHLA	K	Value could not be determined
FLAG_FLD_CHLA	IM2	Undefined
FLAG_FLD_CHLA	IM1	Undefined
FLAG_FLD_CHLA	U	Non-standard measurement
FLAG_FLD_CHLA	F8	Undefined
FLAG_FLD_CHLA	F3	Undefined
FLAG_LAB_CHLA	IM	Undefined
FLAG_LAB_CHLA	K	Value could not be determined
CHLA_HT_ALERT	Y	Chla holding time (>28 days)
CHLA_HT_ALERT	N	Not beyond holding time
SAMPLED_SECCHI	YES	Yes
SAMPLED_SECCHI	YES  CLEAR TO BOTTOM	Yes clear to bottom
SAMPLED_SECCHI	NO  EQUIPMENT FAILURE	No equipment failure
SAMPLED_SECCHI	NOT DONE	Undefined
CLEAR_TO_BOTTOM	Y	Yes
